"","V1","page","province","region","position","district","votes","proclamation_date","name","party","has_nickname"
"1","NIEVA, ERNESTO A.             BANZAI                                LAKAS NUCD-UMDP          62,548   May 23,2001","1/6","NCR - FIRST DISTRICT","NCR","congressman","1ST DISTRICT"," 62,548","May 23,2001","NIEVA, ERNESTO A.","LAKAS NUCD-UMDP",TRUE
"2","ISIDRO, MARTIN B.             SID, MART                             LP                       24,749","1/6","NCR - FIRST DISTRICT","NCR","congressman","1ST DISTRICT"," 24,749",NA,"ISIDRO, MARTIN B.","LP",TRUE
"3","SESE, ROBERTO S.                                                    INDEPENDENT              7,846","1/6","NCR - FIRST DISTRICT","NCR","congressman","1ST DISTRICT"," 7,846",NA,"SESE, ROBERTO S.","",TRUE
"4","LIGUIDLIGUID, ABRAHAM E.      ABE                                   PMP                       205","1/6","NCR - FIRST DISTRICT","NCR","congressman","1ST DISTRICT"," 205",NA,"LIGUIDLIGUID, ABRAHAM E.","PMP",TRUE
"5","LOPEZ, JAIME C.               JIM                                   LAKAS NUCD-UMDP          35,329   May 23,2001","1/6","NCR - FIRST DISTRICT","NCR","congressman","2ND DISTRICT"," 35,329","May 23,2001","LOPEZ, JAIME C.","LAKAS NUCD-UMDP",TRUE
"6","*PONCE, NESTOR JR. C.           NES                                   LP                       28,881               Incomplete Statement of votes (Lacking 19","1/6","NCR - FIRST DISTRICT","NCR","congressman","2ND DISTRICT"," 28,881",NA,"*PONCE, NESTOR JR. C.","LP",TRUE
"7","*VICEO, ABELARDO C.             ABEL, RESCUE 911                                               8,932                                  - DO -","1/6","NCR - FIRST DISTRICT","NCR","congressman","2ND DISTRICT"," 911",NA,"*VICEO, ABELARDO C.","",TRUE
"8","ANGPING, HARRY C.             HARRY                                 NPC                      44,353   May 23,2001","1/6","NCR - FIRST DISTRICT","NCR","congressman","3RD DISTRICT"," 44,353","May 23,2001","ANGPING, HARRY C.","NPC",TRUE
"9","*FUGOSO, LEONARDO B.            NADING                                LP                       19,445               Incomplete Statement of votes (Lacking 20","1/6","NCR - FIRST DISTRICT","NCR","congressman","3RD DISTRICT"," 19,445",NA,"*FUGOSO, LEONARDO B.","LP",TRUE
"10","*DUCAT, ARMANDO JR. L.          JUN DUCAT                             INDEPENDENT              6,845                                  - DO -","1/6","NCR - FIRST DISTRICT","NCR","congressman","3RD DISTRICT"," 6,845",NA,"*DUCAT, ARMANDO JR. L.","INDEPENDENT",TRUE
"11","BACANI, RODOLFO C.            RUDY                                  LP                       67,548   May 23,2001","1/6","NCR - FIRST DISTRICT","NCR","congressman","4TH DISTRICT"," 67,548","May 23,2001","BACANI, RODOLFO C.","LP",TRUE
"12","*HERRERA, MARIA PAZ E.          MARIPAZ                               KAMPI                    21,011               Incomplete Statement of votes (Lacking 20","1/6","NCR - FIRST DISTRICT","NCR","congressman","4TH DISTRICT"," 21,011",NA,"*HERRERA, MARIA PAZ E.","KAMPI",TRUE
"13","HIZON, JOEY D.                JOEY                                  LP                       77,237   May 23,2001","1/6","NCR - FIRST DISTRICT","NCR","congressman","5TH DISTRICT"," 77,237","May 23,2001","HIZON, JOEY D.","LP",TRUE
"14","*CANTAL, FELIX C.               PECK                                  INDEPENDENT              10,626               Incomplete Statement of votes (Lacking 31","1/6","NCR - FIRST DISTRICT","NCR","congressman","5TH DISTRICT"," 10,626",NA,"*CANTAL, FELIX C.","INDEPENDENT",TRUE
"15","*DANIAC, RICARDO F.             MANG CARDING                          INDEPENDENT               569                                   - DO -","1/6","NCR - FIRST DISTRICT","NCR","congressman","5TH DISTRICT"," 569",NA,"*DANIAC, RICARDO F.","INDEPENDENT",TRUE
"16","CRESPO, MARIO B.              MARK JIMENEZ                          INDEPENDENT              32,097   May 23,2001","1/6","NCR - FIRST DISTRICT","NCR","congressman","6TH DISTRICT"," 32,097","May 23,2001","CRESPO, MARIO B.","INDEPENDENT",TRUE
"17","*OCAMPO, PABLO V.               PABLING                               NPC                      30,038               Incomplete Statement of votes (Lacking 40","1/6","NCR - FIRST DISTRICT","NCR","congressman","6TH DISTRICT"," 30,038",NA,"*OCAMPO, PABLO V.","NPC",TRUE
"18","*ABANTE, BIENVENIDO JR. M.      BENNY                                 LAKAS NUCD-UMDP          21,967                                 - DO -","1/6","NCR - FIRST DISTRICT","NCR","congressman","6TH DISTRICT"," 21,967",NA,"*ABANTE, BIENVENIDO JR. M.","LAKAS NUCD-UMDP",TRUE
"19","*RELOJ, VALERIANO D.            VAL                                   INDEPENDENT               762                                   - DO -","1/6","NCR - FIRST DISTRICT","NCR","congressman","6TH DISTRICT"," 762",NA,"*RELOJ, VALERIANO D.","INDEPENDENT",TRUE
"20","*FERNANDEZ, CARLOS C.           PING FERNANDEZ                        KAMPI                     469                                   - DO -","1/6","NCR - FIRST DISTRICT","NCR","congressman","6TH DISTRICT"," 469",NA,"*FERNANDEZ, CARLOS C.","KAMPI",TRUE
