"","V1","page","province","region","position","district","votes","proclamation_date","name","party","has_nickname"
"1","ISIDRO, MARTIN B.             MART                            LDP                      75,488   May 30,1992","1/9","NCR - FIRST DISTRICT","NCR","congressman","1ST DISTRICT"," 75,488","May 30,1992","ISIDRO, MARTIN B.","LDP",TRUE
"2","DIONISIO, ERNESTO C.                                          LP-PDP                   39,193","1/9","NCR - FIRST DISTRICT","NCR","congressman","1ST DISTRICT"," 39,193",NA,"DIONISIO, ERNESTO C.","",TRUE
"3","SERRANO, CESAR G.                                             KBL                      4,306","1/9","NCR - FIRST DISTRICT","NCR","congressman","1ST DISTRICT"," 4,306",NA,"SERRANO, CESAR G.","",TRUE
"4","BAYANI, CRISOGONO JR. V.                                      NPC-PP                   2,310","1/9","NCR - FIRST DISTRICT","NCR","congressman","1ST DISTRICT"," 2,310",NA,"BAYANI, CRISOGONO JR. V.","",TRUE
"5","LOFORTEZA, CAMILO R.                                          PRP                       105","1/9","NCR - FIRST DISTRICT","NCR","congressman","1ST DISTRICT"," 105",NA,"LOFORTEZA, CAMILO R.","",TRUE
"6","CABIADES, GUADALUPE M.                                        PSP                        38","1/9","NCR - FIRST DISTRICT","NCR","congressman","1ST DISTRICT"," 38",NA,"CABIADES, GUADALUPE M.","",TRUE
"7","LOPEZ, JAIME C.               JIM                             LAKAS-NUCD               49,447   May 30,1992","1/9","NCR - FIRST DISTRICT","NCR","congressman","2ND DISTRICT"," 49,447","May 30,1992","LOPEZ, JAIME C.","LAKAS-NUCD",TRUE
"8","BAUTISTA, JIMMY L.                                            LP-PDP LABAN             28,903","1/9","NCR - FIRST DISTRICT","NCR","congressman","2ND DISTRICT"," 28,903",NA,"BAUTISTA, JIMMY L.","",TRUE
"9","YAMBOT, FLORANTE -                                            INDEPENDENT              12,531","1/9","NCR - FIRST DISTRICT","NCR","congressman","2ND DISTRICT"," 12,531",NA,"YAMBOT, FLORANTE -","",TRUE
"10","LIM, ALBERTO B.                                               NPC-PP                   11,039","1/9","NCR - FIRST DISTRICT","NCR","congressman","2ND DISTRICT"," 11,039",NA,"LIM, ALBERTO B.","",TRUE
"11","RAMIN, ROMEO S.                                               PRP                      6,774","1/9","NCR - FIRST DISTRICT","NCR","congressman","2ND DISTRICT"," 6,774",NA,"RAMIN, ROMEO S.","",TRUE
"12","FLORES, BLESILDA A.                                           KBL                      3,394","1/9","NCR - FIRST DISTRICT","NCR","congressman","2ND DISTRICT"," 3,394",NA,"FLORES, BLESILDA A.","",TRUE
"13","FUGOSO, LEONARDO B.           NADING                          LP-PDP                   32,718   May 30,1992","1/9","NCR - FIRST DISTRICT","NCR","congressman","3RD DISTRICT"," 32,718","May 30,1992","FUGOSO, LEONARDO B.","LP-PDP",TRUE
"14","ONG, SUSANA M.                                                LDP                      22,164","1/9","NCR - FIRST DISTRICT","NCR","congressman","3RD DISTRICT"," 22,164",NA,"ONG, SUSANA M.","",TRUE
"15","CO, ALEX C.                                                   LAKAS-NUCD               18,470","1/9","NCR - FIRST DISTRICT","NCR","congressman","3RD DISTRICT"," 18,470",NA,"CO, ALEX C.","",TRUE
"16","GALANG, MELIZA T.                                             NPC-PP                   9,429","1/9","NCR - FIRST DISTRICT","NCR","congressman","3RD DISTRICT"," 9,429",NA,"GALANG, MELIZA T.","",TRUE
"17","DE GUZMAN, GIL P.                                             PRP                      3,572","1/9","NCR - FIRST DISTRICT","NCR","congressman","3RD DISTRICT"," 3,572",NA,"DE GUZMAN, GIL P.","",TRUE
"18","BAGATSING, RAMON JR. S.       DONDON                          LDP                      59,149   May 30,1992","1/9","NCR - FIRST DISTRICT","NCR","congressman","4TH DISTRICT"," 59,149","May 30,1992","BAGATSING, RAMON JR. S.","LDP",TRUE
"19","TOLENTINO, SALVADOR C.                                        NP-NPC                   14,029","1/9","NCR - FIRST DISTRICT","NCR","congressman","4TH DISTRICT"," 14,029",NA,"TOLENTINO, SALVADOR C.","",TRUE
"20","BONOAN, EMILIO C.                                             NUCD                     12,640","1/9","NCR - FIRST DISTRICT","NCR","congressman","4TH DISTRICT"," 12,640",NA,"BONOAN, EMILIO C.","",TRUE
"21","QUINTOS, EDUARDO S.                                           LP-PDP                   9,699","1/9","NCR - FIRST DISTRICT","NCR","congressman","4TH DISTRICT"," 9,699",NA,"QUINTOS, EDUARDO S.","",TRUE
"22","GONZALES, ALEX V.                                             PRP                      7,588","1/9","NCR - FIRST DISTRICT","NCR","congressman","4TH DISTRICT"," 7,588",NA,"GONZALES, ALEX V.","",TRUE
"23","BAGATSING, AMADO S.           AMADO                           LDP                      62,094   May 30,1992","1/9","NCR - FIRST DISTRICT","NCR","congressman","5TH DISTRICT"," 62,094","May 30,1992","BAGATSING, AMADO S.","LDP",TRUE
"24","CABIGAO, FELICISIMO R.                                        LAKAS-NUCD               24,118","1/9","NCR - FIRST DISTRICT","NCR","congressman","5TH DISTRICT"," 24,118",NA,"CABIGAO, FELICISIMO R.","",TRUE
"25","GONZALES, SUZANO F.                                           NPC                      16,489","1/9","NCR - FIRST DISTRICT","NCR","congressman","5TH DISTRICT"," 16,489",NA,"GONZALES, SUZANO F.","",TRUE
"26","SANTOS, EMMANUEL T.                                           PRP                      7,448","1/9","NCR - FIRST DISTRICT","NCR","congressman","5TH DISTRICT"," 7,448",NA,"SANTOS, EMMANUEL T.","",TRUE
"27","ESPIRITU, WILLIE D                                            NP-KBL                   3,609","1/9","NCR - FIRST DISTRICT","NCR","congressman","5TH DISTRICT"," 3,609",NA,"ESPIRITU, WILLIE D","",TRUE
"28","FUENTES, BERT L.                                            PDP-LABAN                 234","2/9","NCR - FIRST DISTRICT","NCR","congressman","5TH DISTRICT"," 234",NA,"FUENTES, BERT L.","",TRUE
"29","CUARASAL, LIBRADO G.                                        KBL                       195","2/9","NCR - FIRST DISTRICT","NCR","congressman","5TH DISTRICT"," 195",NA,"CUARASAL, LIBRADO G.","",TRUE
"30","CANDA, JOSE C.                                              PRP                       111","2/9","NCR - FIRST DISTRICT","NCR","congressman","5TH DISTRICT"," 111",NA,"CANDA, JOSE C.","",TRUE
"31","FLORES, EMMA B.                                             INDEPENDENT               105","2/9","NCR - FIRST DISTRICT","NCR","congressman","5TH DISTRICT"," 105",NA,"FLORES, EMMA B.","",TRUE
"32","OCAMPO, ROSENDA ANN M.       SANDY                          NPC/PP                   30,539   May 30,1992","2/9","NCR - FIRST DISTRICT","NCR","congressman","6TH DISTRICT"," 30,539","May 30,1992","OCAMPO, ROSENDA ANN M.","NPC/PP",TRUE
"33","LOGARTA, JULIO E.                                           LDP                      19,351","2/9","NCR - FIRST DISTRICT","NCR","congressman","6TH DISTRICT"," 19,351",NA,"LOGARTA, JULIO E.","",TRUE
"34","DORADO, BENEDICTO D.                                        NUCD                     18,595","2/9","NCR - FIRST DISTRICT","NCR","congressman","6TH DISTRICT"," 18,595",NA,"DORADO, BENEDICTO D.","",TRUE
"35","CARRASCOSO, FERNANDO O.                                     LDP                      17,686","2/9","NCR - FIRST DISTRICT","NCR","congressman","6TH DISTRICT"," 17,686",NA,"CARRASCOSO, FERNANDO O.","",TRUE
"36","MARQUINEZ, QUIRINO A.                                       PRP                      11,885","2/9","NCR - FIRST DISTRICT","NCR","congressman","6TH DISTRICT"," 11,885",NA,"MARQUINEZ, QUIRINO A.","",TRUE
"37","MAGSINO, MARCIAL M.                                         LP/PDP                   6,910","2/9","NCR - FIRST DISTRICT","NCR","congressman","6TH DISTRICT"," 6,910",NA,"MAGSINO, MARCIAL M.","",TRUE
"38","BLAY, FEDERICO A.                                           KBL                      1,988","2/9","NCR - FIRST DISTRICT","NCR","congressman","6TH DISTRICT"," 1,988",NA,"BLAY, FEDERICO A.","",TRUE
